  Time       Amp_Channel-1    Amp_Channel-2   Amp_Channel-3   Amp_Channel-4				
00:00:00	-117.5294	-171.846	-120.1977	-127.9697
00:00:01	-117.4933	-171.817	-120.1187	-127.9426
00:00:02	-117.5057	-171.7988	-120.159	-128.0084
00:00:03	-117.524	-171.7269	-120.151	-128.0377
00:00:04	-117.5571	-171.5925	-120.1574	-128.1285
00:00:05	-117.6163	-171.5402	-120.1895	-128.1851
00:00:06	-117.6254	-171.5324	-120.1708	-128.1926
00:00:07	-117.6294	-171.5809	-120.1874	-128.2181
00:00:08	-117.6366	-171.6609	-120.1652	-128.1862
00:00:09	-117.6083	-171.6198	-120.1672	-128.0894
00:00:10	-117.6258	-171.6174	-120.0997	-128.0722
00:00:11	-117.6119	-171.776	-120.0854	-128.0379
00:00:12	-117.5987	-171.5952	-120.0857	-128.0192
00:00:13	-117.5809	-171.6193	-120.0988	-128.0731
00:00:14	-117.5593	-171.7135	-120.1233	-128.0382
00:00:15	-117.5655	-171.6961	-120.1901	-128.0794
00:00:16	-117.5712	-171.6987	-120.2005	-128.0497
00:00:17	-117.5641	-171.7016	-120.2292	-127.9803
00:00:18	-117.5676	-171.7023	-120.2374	-127.9738
00:00:19	-117.5669	-171.6149	-120.1669	-127.918
00:00:20	-117.5964	-171.6025	-120.1561	-128.035
00:00:21	-117.5985	-171.4862	-120.106	-128.043
00:00:22	-117.6209	-171.3721	-120.113	-128.0443
00:00:23	-117.5957	-171.2905	-120.0894	-128.0848
00:00:24	-117.5868	-171.4131	-120.1405	-127.9986
00:00:25	-117.6081	-171.5755	-120.1681	-128.0587
00:00:26	-117.6333	-171.7269	-120.1905	-128.0881
00:00:27	-117.6336	-171.8064	-120.2078	-128.0902
00:00:28	-117.6414	-171.66	-120.1264	-128.0813
00:00:29	-117.62	-171.6331	-120.1059	-128.0905
00:00:30	-117.6379	-171.6175	-120.1064	-128.1075
00:00:31	-117.6396	-171.7092	-120.1681	-128.1624
00:00:32	-117.6028	-171.7145	-120.1479	-128.1917
00:00:33	-117.5836	-171.805	-120.1469	-128.1693
00:00:34	-117.53	-171.6689	-120.1264	-128.1567
00:00:35	-117.538	-171.5411	-120.0549	-128.1389
